GEM plant ID,Plant name (English),Owner,Country/area,Region,Latitude,Longitude,Capacity (ttpa),Plant age
P100001062833,"Guangdong Guoxin Industrial Co., Ltd.",Guangdong Guoxin Industrial Co Ltd,China,Asia Pacific,23.407415,116.570818,2500.0,24.0
P100001063522,Guangdong Hongde Steel Group Co Ltd,Guangdong Hongde Steel Group Co Ltd,China,Asia Pacific,24.672351,113.535574,860.0,24.0
P100000120362,Guangdong Jingye Iron and Steel Co Ltd,Guangdong Jingye Iron and Steel Co Ltd,China,Asia Pacific,23.454666,116.498483,2000.0,6.0
P100000120319,Guangdong Jinshenglan Metallurgical Technology Co Ltd,Guangdong Jinshenglan Metallurgical Technology Co Ltd,China,Asia Pacific,22.888729,112.263081,3600.0,5.0
P100000120380,Guangdong Nanfang Donghai Iron and Steel Co Ltd,Guangdong Nanfang Donghai Iron and Steel Co Ltd,China,Asia Pacific,22.907614,112.224952,2400.0,3.0
P100001063276,Guangdong Shengye Steel Co Ltd,Guangdong Shengye Steel Co Ltd,China,Asia Pacific,24.008564,114.797328,920.0,21.97
P100001063591,Guangdong Shiji Qingshan Nickel Industry Co Ltd,Guangdong Shiji Qingshan Nickel Industry Co Ltd,China,Asia Pacific,21.687053,111.848893,900.0,14.81
P100001063532,Guangdong Taidu Iron & Steel Co Ltd,Guangdong Taidu Iron & Steel Co Ltd,China,Asia Pacific,23.504558,112.962693,1020.0,22.0
P100001063263,"Guangdong Taiye Hongda Steel Co., Ltd.",Guangdong Taiye Hongda Steel Co Ltd,China,Asia Pacific,23.54332928798603,112.99082407443541,920.0,13.79
P100000120361,GuangDong Xinxing Ductile Iron Pipes Co Ltd,GuangDong Xinxing Ductile Iron Pipes Co Ltd,China,Asia Pacific,22.09914,111.665479,0.0,11.0
P100000121044,Guangdong Yuebei United Steel Co Ltd,Guangdong Yuebei United Steel Co Ltd,China,Asia Pacific,24.262452,113.728198,2055.0,16.0
P100001063322,Guangdong Yuedong Steel Co Ltd,Guangdong Yuedong Steel Co Ltd,China,Asia Pacific,23.711585,114.689761,720.0,32.14
P100001062853,Guangdong Yuehua Iron & Steel Group Co Ltd,Guangdong Yuehua Iron & Steel Group Co Ltd,China,Asia Pacific,24.275783,113.388896,520.0,21.81
P100001063509,Guangdong Yueshao Iron & Steel Co Ltd,Guangdong Yueshao Iron & Steel Co Ltd,China,Asia Pacific,24.688355,113.657408,500.0,12.48
P100001063495,Guangdong Zhanhong Steel Plant,Guangdong Zhanhong Steel Plant,China,Asia Pacific,23.037858,114.970593,500.0,23.0
P100000120084,Guangdong Zhongnan Iron & Steel Co Ltd,SGIS Songshan Co Ltd,China,Asia Pacific,24.708232,113.635898,8698.0,29.0
P100000121071,Guangshui Huaxin Metallurgical Industry Co Ltd,Guangshui Huaxin Smelt Industry Co Ltd,China,Asia Pacific,31.50221,114.008142,869.0,18.0
P100000120093,Guangxi Beigang New Material Co Ltd,Guangxi BG New Materials Co Ltd,China,Asia Pacific,21.519924,109.506427,3400.0,17.0
P100000120370,Guangxi Chiji Iron and Steel Co Ltd,Guangxi Chiji Iron and Steel Co Ltd,China,Asia Pacific,23.402121,111.134606,4800.0,7.0
P100000120398,Guangxi Deyuan Metallurgy Co Ltd (Nayangdaqiao),Guangxi Deyuan Metallurgy Co Ltd,China,Asia Pacific,22.712996,109.33725,,36.0
P100000121140,Guangxi Deyuan Metallurgy Co Ltd (Yujiangbian),Guangxi Deyuan Metallurgy Co Ltd,China,Asia Pacific,22.85831,108.90109,,
P100000120395,Guangxi Guifeng Special Steel Co Ltd,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,China,Asia Pacific,23.987136,111.914197,1725.0,24.0
P100000120095,Guangxi Guigang Iron and Steel Group Co Ltd,Guangxi Guigang Iron and Steel Group Co Ltd,China,Asia Pacific,23.088182,109.634638,1400.0,23.0
P100000120363,Guangxi Guigang Iron and Steel Group Guigang Guibao Special Steel Co Ltd,Guangxi Guigang Iron and Steel Group Guigang Guibao SPECIAL Steel Co Ltd,China,Asia Pacific,23.089502,109.63938,1200.0,8.0
P100000120368,Guangxi Guixin Iron and Steel Group Co Ltd,Guangxi Guixin Steel Group Co Ltd,China,Asia Pacific,23.978962,111.735523,6050.0,33.0
P100000120394,Guangxi Guixin Iron and Steel Intelligent Manufacturing Co Ltd,Hezhou Zhaoxin Hardware Products Co Ltd,China,Asia Pacific,23.978567,111.735529,750.0,26.0
P100000120397,Guangxi Hezhou Kexinda Metal Products Co Ltd,Guangxi Hezhou Kexinda Metal Products Co Ltd,China,Asia Pacific,23.979937,111.745037,1150.0,22.0
P100000120396,Guangxi Hezhou Pengda New Materials Co Ltd,Hezhou Xindu Sanyuan Casting Co Ltd,China,Asia Pacific,23.987007,111.739775,780.0,10.0
P100000120306,Guangxi Iron and Steel Group Co Ltd Fangchenggang Iron & Steel Base,Guangxi Iron and Steel Group Co Ltd,China,Asia Pacific,21.580723,108.400896,8400.0,6.0
P100000120374,Guangxi Liugang Zhongjin Stainless Steel Co Ltd,Guangxi Liugang Zhongjin Stainless Steel Co Ltd,China,Asia Pacific,21.67261,109.741866,0.0,13.0
P100000120393,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,Guangxi Longzhou Zhongheng Wanhua Industrial Co Ltd,China,Asia Pacific,22.326361,106.94616,0.0,11.0
P100000120094,Guangxi Shenglong Metallurgical Co Ltd,Guangxi Shenglong Metallurgical Co Ltd,China,Asia Pacific,21.687637,108.412344,9783.0,23.0
P100000120369,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,Guangxi Wuzhou Jinhai Stainless Steel Co Ltd,China,Asia Pacific,23.518229,111.235509,1500.0,16.0
P100000120367,Guilin Pinggang Iron and Steel Co Ltd,Guilin Pinggang Iron and Steel Co Ltd,China,Asia Pacific,24.673567,110.78959,1200.0,29.0
P100000120098,Guizhou Ganglian Industrial Group Co Ltd,Guizhou Ganglian Industrial Group Co Ltd,China,Asia Pacific,27.615147,106.949926,1325.0,12.0
P100000120364,Guizhou Hexing Steel Co Ltd,Guizhou Hexing Metal Products Co Ltd,China,Asia Pacific,26.509525,107.570458,500.0,14.0
P100000120360,Guizhou Juxin Iron and Steel Group Co Ltd,Qianxinan Prefecture Juxin Industry & Trade General Co,China,Asia Pacific,25.150857,105.041722,,33.0
P100000120097,Guizhou United Iron and Steel Group Co Ltd,Guizhou United Steel (Group) Co Ltd,China,Asia Pacific,27.591691,106.814024,1990.0,12.0
P100000120839,Gulf Tubing Company Ras Al-Khair steel plant,Gulf Tubing Co,Saudi Arabia,Middle East,27.502041,49.189647,,
P100000120507,Gunung Raja Paksi North Sumatra steel plant,PT Gunung Raja Paksi Tbk,Indonesia,Asia Pacific,3.66445,98.666166,,
P100000120506,Gunung Raja Paksi South Kalimantan steel plant,PT Gunung Raja Paksi Tbk,Indonesia,Asia Pacific,-3.460837,115.950278,,
P100000120499,Gunung Raja Paksi West Java steel plant,PT Gunung Raja Paksi Tbk,Indonesia,Asia Pacific,-6.282658,107.117683,1820.0,40.0
P100000120872,Habas Aliaga steel plant,Habas Industrial and Medical Gases Production Industries AŞ,Türkiye,Europe,38.751462,26.950172,4500.0,39.0
P100000120856,Hadeed Metal Manufacturing Co Damascus steel plant,Hadeed Metal Manufacturing Co,Syria,Middle East,33.626258,36.574968,800.0,14.0
P100000121174,Hai Kwang Enterprise Kaohsiung steel plant,Hai Kwang Enterprise Corp,Taiwan,Asia Pacific,22.550634,120.365645,600.0,57.0
P100001063796,Haicheng Hengsheng Casting Co Ltd,Haicheng Hengsheng Casting Co Ltd,China,Asia Pacific,41.057478,122.8328,760.0,26.0
P100000120491,Halyvourgiki Eleusis steel plant,Halyvourgiki SA,Greece,Europe,38.043873,23.508083,,91.0
P100000120102,Handan Iron and Steel Group Co Ltd,Handan Iron and Steel Group Co Ltd,China,Asia Pacific,36.601308,114.439889,,64.91
P100000120326,Handan Steel Group Handan Bao Steel Co Ltd,Hanshan Iron and Steel Co Ltd,China,Asia Pacific,36.685881,113.837073,4488.0,4.0
P100000120334,Hangda Steel Co Ltd,Dazhou Hangda Steel Co Ltd,China,Asia Pacific,31.435149,107.685981,1000.0,22.31
P100000120705,Hansco Hwanyoung Steel Dangjin plant,Hwanyoung Steel Industries Co Ltd,South Korea,Asia Pacific,36.956486,126.616956,800.0,32.8
P100000120800,HBIS GROUP Serbia Iron & Steel plant Belgrade,HBIS Group Serbia Iron & Steel Beograd doo,Serbia,Europe,44.606332,20.970066,2199.0,62.0
P100000120315,Hbis Laoting Steel Co Ltd,HBIS Laoting Steel Co Ltd,China,Asia Pacific,39.257823,119.033567,7450.0,6.0
P100000121045,Hebei Anfeng Iron and Steel Co Ltd,Hebei Anfeng Iron & Steel Co Ltd,China,Asia Pacific,39.65849,118.894804,7100.0,24.0
P100000120135,Hebei Baoxin Iron and Steel Group Co Ltd,Hebei Baoxin Iron and Steel Group Co Ltd,China,Asia Pacific,36.555205,114.108273,,19.0
P100000120508,Hebei Bishi Central Java steel plant,Hebei Bishi Industry Group Co Ltd,Indonesia,Asia Pacific,-6.896426,110.220286,,
P100000121249,Hebei Bishi Inner Mongolia iron and steel plant,Inner Mongolia (Naiman) Jingan Non-ferrous Metal Materials Co Ltd,China,Asia Pacific,43.696186,122.219433,,
P100000120119,Hebei Donghai Special Steel Co Ltd,Hebei Donghai SPECIAL Steel Group Co Ltd,China,Asia Pacific,39.610605,118.474722,10001.0,17.0
P100001064139,Hebei Guanfeng Metallurgical Industry Co Ltd,Hebei Guanfeng Metallurgical Industry Co Ltd,China,Asia Pacific,36.73422,114.111085,0.0,18.93
P100000120151,Hebei Huaxi Iron and Steel Co Ltd,Luannan Huarui Steel Co Ltd,China,Asia Pacific,39.51833,118.715766,,19.0
P100000120323,Hebei Huaxi Special Steel Co Ltd,Hebei Huaxi Special Steel Co Ltd,China,Asia Pacific,39.260784,119.005925,1824.0,5.0
P100000120378,Hebei Huaxin Special Steel Co Ltd,Hebei Huaxin Special Steel Co Ltd,China,Asia Pacific,36.53048,114.245262,1350.0,5.0
P100001064078,Hebei Jingdong Pipe Industry Co Ltd,Hebei Jingdong Pipe Industry Co Ltd,China,Asia Pacific,39.932656,118.836844,0.0,23.65
P100000120117,Hebei Jinxi Iron and Steel Group Co Ltd,Hebei Jinxi Iron & Steel Group Co Ltd,China,Asia Pacific,40.209844,118.220547,5000.0,40.0
P100000120350,Hebei Longfengshan Casting Co Ltd,Hebei PROVINCE Longfengshan Casting Industry Co Ltd,China,Asia Pacific,36.705105,114.105387,0.0,27.0
P100000120307,Hebei Mingbin Iron and Steel Co Ltd,Hebei New Wuan Steel Group Wenan IRON&STEEL Co Ltd,China,Asia Pacific,36.631491,113.968635,,
P100000120113,Hebei Puyang Iron and Steel Co Ltd,Hebei Puyang Iron and Steel Co Ltd,China,Asia Pacific,36.733675,113.925995,5567.0,34.0
P100000120145,Hebei Rongxin Steel Co Ltd,Hebei Rongxin Iron & Steel Co Ltd,China,Asia Pacific,39.880661,118.558755,2300.0,24.0
P100000120325,Hebei Taihang Iron and Steel Group Co Ltd,Hebei Taihang Iron and Steel Group Co Ltd,China,Asia Pacific,36.613716,114.082349,3950.0,5.0
P100000120150,Hebei Tangyin Iron and Steel Co Ltd,Hebei Tangyin IRON&STEEL Co Ltd,China,Asia Pacific,39.699354,118.213188,,14.0
P100000120328,Hebei Tangyin Iron and Steel Co Ltd Caofeidian base,Hebei Tangyin IRON&STEEL Co Ltd,China,Asia Pacific,39.160401,118.429806,2300.0,20.0
P100000120324,Hebei Tianzhu Iron and Steel Group Co Ltd,Hebei Tianzhu Iron and Steel Group Special Steel Co Ltd,China,Asia Pacific,39.270032,119.01376,3034.0,4.0
P100000120149,Hebei Tianzhu Iron and Steel Group Co Ltd Fengrun Plant,Hebei Tianzhu IRON&STEEL (GROUP) Co Ltd,China,Asia Pacific,39.803524,118.205663,,19.5
P100000120115,Hebei Wenfeng Iron and Steel Co Ltd,Hebei Wenfeng STEEL&IRON Co Ltd,China,Asia Pacific,36.64577,114.124258,,20.0
P100000120742,Hebei Xin Wu an Steel Malaysia plant,Hebei Xinwuan Iron and Steel Group Co Ltd,Malaysia,Asia Pacific,3.586453,113.359851,,
P100000120136,Hebei Xin Wuan Steel Group Hongrong Iron and Steel Co Ltd,Hebei New Wuan Lron and Steel Group Hong Rong Lron and Steel Co Ltd,China,Asia Pacific,36.640411,113.981172,1350.0,42.0
P100000120133,Hebei Xin Wuan Steel Group Wenan Iron and Steel Co Ltd,Hebei New Wuan Steel Group Wenan IRON&STEEL Co Ltd,China,Asia Pacific,36.679431,114.169024,,23.0
P100000120142,Hebei Xinda Iron and Steel Group Co Ltd,Hebei Xinda Iron and Steel Co Ltd,China,Asia Pacific,39.898362,118.579364,5000.0,24.0
P100000121218,Hebei Xinfeng Suez Canal Economic Zone steel complex,Hebei Xinfeng High-pressure Flange and Pipe Fitting Co Ltd,Egypt,Africa,29.707611,32.28672,,
P100000120138,Hebei Xinghua Iron and Steel Co Ltd,Hebei Xinghua Iron and Steel Co Ltd,China,Asia Pacific,36.744936,114.111602,,23.0
P100000120137,Hebei Xinjin Iron and Steel Co Ltd,Hebei Xinjin Iron and Steel Co Ltd,China,Asia Pacific,36.715632,114.208992,2700.0,33.0
P100000120130,Hebei Xinwuan Iron and Steel Group Xinhui Metallurgy Co Ltd,Hebei New Wuan Iron and Steel Group Xin Hui Metallurgy Co Ltd,China,Asia Pacific,36.664097,114.115263,1575.0,26.0
P100000120099,Hebei Xinxing Ductile Iron Pipes Co Ltd,Hebei Xinxing Ductile Iron Pipes Co Ltd,China,Asia Pacific,36.621504,114.128189,2500.0,33.0
P100000120111,Hebei Yanshan Iron and Steel Group Co Ltd,Hebei Yanshan Iron and Steel Group Co Ltd,China,Asia Pacific,39.925508,118.672757,9990.0,24.0
P100000120131,Hebei Yongyang Special Steel Group Co Ltd,Hebei YongYang Special Steel Group Co Ltd,China,Asia Pacific,36.786851,114.376132,1610.0,33.0
P100000120401,Hebei Zhangxuan High Tech Co Ltd,Hbzx HIGH Tech Co Ltd,China,Asia Pacific,40.607977,115.067516,1800.0,3.0
P100000120311,Hebei Zongheng Group Fengnan Iron and Steel Co Ltd,Hebei Zongheng Group Fengnan Iron & Steel Co Ltd,China,Asia Pacific,39.222566,118.094201,7700.0,7.0
P100000120157,Heilongjiang Jianlong Iron and Steel Co Ltd,Heilongjiang Jianlong Iron and Steel Co Ltd,China,Asia Pacific,46.602297,131.071877,2001.0,23.0
P100000121196,Hellenic Halyvourgia Velestino steel plant,Hellenic Halyvourgia SA,Greece,Europe,39.38588,22.80745,1000.0,63.0
P100000120331,Henan Angang Zhoukou Iron and Steel Co Ltd,Henan Angang Zhoukou Iron and Steel Co Ltd,China,Asia Pacific,33.364534,115.099661,1750.0,5.0
P100000120169,Henan Changtai Stainless Steel Plate Co Ltd,Henan Changtai Stainless Steel Plate Co Ltd,China,Asia Pacific,34.702951,112.955911,,14.0
P100000120167,Henan Fengbao Special Steel Co Ltd,Henan Fengbao SPECIAL Steel Co Ltd,China,Asia Pacific,36.131666,113.872158,0.0,25.0
P100001064248,Henan Fuhua Steel Group Co Ltd,Henan Fuhua Iron & Steel Group Co Ltd,China,Asia Pacific,34.462949,113.700844,1200.0,26.47
P100000121086,Henan Jinhui Industrial Group,Henan Xinjinhui Stainless Steel Industry Co Ltd,China,Asia Pacific,34.263509,113.853979,1400.0,21.0
P100000120164,Henan Jiyuan Iron and Steel Group Co Ltd,Henan Jiyuan Iron & Steel (Group) Co Ltd,China,Asia Pacific,35.086396,112.553774,3428.0,68.0
P100000120168,Henan Yaxin Iron and Steel Group Co Ltd,Henan YAXIN Steel Industry Co Ltd,China,Asia Pacific,35.879956,114.334825,1000.0,23.0
P100000120180,Hengyang Valin Steel Tube Co Ltd,Hengyang Valin Steel Tube Co Ltd,China,Asia Pacific,26.865484,112.576853,1300.0,68.0
P100000120091,Heping Yueshen Steel Industry Co Ltd,Heping Yueshen Steel Industrial Co Ltd,China,Asia Pacific,24.49796,114.93888,1400.0,15.0
P100000120090,Heyuan Derun Steel Co Ltd Dongjiang Jinzhu Industrial Park,Heyuan Derun Steel Co Ltd,China,Asia Pacific,23.693659,114.743048,,49.0
P100000121139,Heyuan Derun Steel Co Ltd LanTang Industrial Park,Heyuan Derun Steel Co Ltd,China,Asia Pacific,23.39775,114.898646,1650.0,3.0
P100001063289,Heyuan Yuancheng Huafa Metal Products Co Ltd,Heyuan Huacheng Metal Products Co Ltd,China,Asia Pacific,23.56658,114.598993,620.0,21.89
P100000120857,Hmisho Steel Hassia plant,Hmisho Steel SA,Syria,Middle East,34.364258,36.803848,800.0,13.0
P100000121015,Hoa Phat Dung Quat steel plant,Hoa Phat Dung Quat Steel JSC,Vietnam,Asia Pacific,15.37768,108.793321,14499.0,9.0
P100000121019,Hoa Phat Hai Duong Steel plant,Hoa Phat Hai Duong Steel JSC,Vietnam,Asia Pacific,21.01536,106.536023,2525.0,19.0
P100000121022,Hoa Sen Phu My steel plant,Hoa Sen Group,Vietnam,Asia Pacific,10.595295,107.044846,1300.0,16.0
P100000120552,Hospet Steels Hospet plant,Hospet Steels Ltd,India,Asia Pacific,15.339055,76.251696,650.0,28.0
P100000120229,Houying Group Haicheng Iron and Steel Co Ltd Datun Branch,Houying Group Haicheng Iron and Steel Co Ltd,China,Asia Pacific,40.981855,122.948643,,19.58
P100000121042,Huainan Hongtai Iron and Steel Co Ltd,Huainan Hongtai Steel Limited Liability Co,China,Asia Pacific,32.619248,116.905869,500.0,25.0
P100000121047,Huangshi Xingang Heavy Industry Technology Co Ltd,Huangshi Xingang Heavy Industry Technology Co Ltd,China,Asia Pacific,30.097108,115.284652,,2.0
P100001063078,"Huangshi Xinxing Pipe Industry Co., Ltd.",Huangshi Xinxing Pipe Industry Co Ltd,China,Asia Pacific,30.181393,114.944879,0.0,17.64
P100001064093,Huarui (Handan) Casting & Pipe Co Ltd,Huarui (Handan) Casting & Pipe Co Ltd,China,Asia Pacific,36.561049,114.102793,0.0,21.89
P100000120176,Hubei Dazhan Iron and Steel Co Ltd,Hubei Dazhan Steel & Iron Co Ltd,China,Asia Pacific,31.006752,113.754995,,33.0
P100000120318,Hubei Jinshenglan Metallurgical Technology Co Ltd,Hubei Jinshenglan Metallurgical Technology Co Ltd,China,Asia Pacific,29.916729,113.822921,3250.0,10.0
P100000121070,Hubei Lijin Steel Group Co Ltd,Hubei Lijin Steel Group Co Ltd,China,Asia Pacific,32.127263,112.715688,2000.0,24.0
P100000120343,Hubei Shunle Steel Co Ltd plant,Hubei Shunle Iron and Steel Co Ltd,China,Asia Pacific,29.925026,113.826118,2000.0,5.0
P100000120415,Hubei Wucheng Iron and Steel Group Co Ltd,Hubei Wucheng Iron and Steel Group Co Ltd,China,Asia Pacific,30.341239,114.857744,,26.0
P100001063493,Huizhou Jushun Iron and Steel Plant,Huizhou Jushun Iron and Steel Plant,China,Asia Pacific,23.178652,114.279374,620.0,33.26
P100000120179,Hunan Valin Lianyuan Iron and Steel Co Ltd,Hunan Valin Lianyuan Iron and Steel Co Ltd,China,Asia Pacific,27.747782,111.967343,9000.0,68.0
P100000120178,Hunan Valin Xiangtan Iron and Steel Co Ltd,Hunan Valin Lianyuan Iron and Steel Co Ltd,China,Asia Pacific,27.81413,112.897377,7250.0,68.0
P100000120789,Huta Czestochowa steel plant,Ministry of Defense (Poland),Poland,Europe,50.782614,19.165566,840.0,124.0
P100000120422,Hüttenwerke Krupp Mannesmann (HKM) steel plant,Hüttenwerke Krupp Mannesmann GmbH,Germany,Europe,51.371279,6.72331,0.0,117.0
P100000120688,Hwanghae Iron and Steel Complex steel plant,Government of North Korea,North Korea,Asia Pacific,38.742224,125.616814,1500.0,112.0
P100000121160,Hybar Arkansas steel plant,Hybar LLC,United States,North America,35.686814,-89.961981,544.0,0.72
P100000120851,HYBRIT Gallivare sponge iron plant,Hybrit Development AB,Sweden,Europe,67.189096,20.720752,,
P100000120466,Hydnum Steel Castilla-La Mancha plant,Hydnum Steel SL,Spain,Europe,38.688849,-4.107015,,
P100000120754,HyIron Steel Namibia plant,Hyron Africa,Namibia,Africa,-22.084183,17.4099154,0.0,0.86
P100000120695,Hyundai Steel Dangjin steel plant,Hyundai Steel Co,South Korea,Asia Pacific,36.986282,126.69735,16200.0,20.0
P100000120696,Hyundai Steel Incheon steel plant,Hyundai Steel Co,South Korea,Asia Pacific,37.489678,126.637942,4697.0,73.0
P100001047682,Hyundai Steel Louisiana plant,Hyundai Steel Co,United States,North America,30.5191,91.5209,,
P100000120697,Hyundai Steel Pohang steel plant,Hyundai Steel Co,South Korea,Asia Pacific,36.004981,129.384829,3400.0,
P100000120873,İÇDAŞ Biga steel plant,Içdaş Çelik Enerji Tersane Ve Ulaşim Sanayi AŞ,Türkiye,Europe,40.441491,27.137563,5000.0,56.0
P100000120874,İDÇ Izdemir Aliaga steel plant,Izmir Demir Celik Sanayi AŞ,Türkiye,Europe,38.739596,26.929091,3100.0,39.0
P100000120806,IMH Tula steel plant,Promsort LLC,Russia,Eurasia,54.156726,37.725551,2000.0,91.0
P100000120795,Industries Qatar Steel Mesaieed plant,Qatar Steel Company QPSC,Qatar,Middle East,24.952688,51.584777,2900.0,48.0
P100000120184,Inner Mongolia Baotou Jiyu Iron and Steel Co Ltd Hondlon District,Baotou Jiyu Steel Co Ltd,China,Asia Pacific,40.662343,109.696243,,21.79
P100000120182,Inner Mongolia BaoTou Steel Union Co Ltd,Inner Mongolia BaoTou Steel Union Co Ltd,China,Asia Pacific,40.647997,109.740898,16760.0,26.64
P100000120185,Inner Mongolia Desheng Metal Products Co Ltd,Inner Mongolia Desheng Metal Products Co Ltd,China,Asia Pacific,39.867015,106.890377,1350.0,14.3
P100000120355,Inner Mongolia Mingtuo Ferrite New Material Co Ltd,Inner Mongolia Mingtuo Ferrite New Material Co Ltd,China,Asia Pacific,40.597557,109.683202,,3.0
P100000120390,Inner Mongolia Wanzhou Special Steel Co Ltd,Inner Mongolia Wanzhou Special Steel Co Ltd,China,Asia Pacific,40.977329,110.022924,,
P100000120187,Inner Mongolia Yaxin Longshun Special Steel Co Ltd,Inner Mongolia Yaxinlongshun Special Steel Co Ltd,China,Asia Pacific,40.689778,110.214707,2000.0,20.3
P100000120915,Interpipe Steel Plant,Interpipe Ltd,Ukraine,Europe,48.498914,35.096336,1320.0,14.0
P100000120599,Iran Alloy Steel Company Yazd plant,Iran Alloy Steel Co,Iran,Middle East,31.940106,54.037614,1300.0,27.0
P100000120608,Iranian Alborz Steel Mazandaran plant,Iranian Alborz Steel Co,Iran,Middle East,36.614049,53.234213,,
P100000120639,IRO Odolo steel plant,Industrie Riunite Odolesi IRO SpA,Italy,Europe,45.645688,10.374305,600.0,75.0
P100000120875,Isdemir Payas steel plant,Iskenderun Demir ve Celik AŞ,Türkiye,Europe,36.735672,36.204581,5800.0,51.0
P100000120783,Ittehad Steel Faisalabad plant,Ittehad Steels Pvt Ltd,Pakistan,Asia Pacific,31.643426,73.198542,500.0,13.0
P100000120063,Ivaco Rolling Mills steel plant,Ivaco Rolling Mills LP,Canada,North America,45.613941,-74.704608,650.0,55.0
P100000120589,Jahan Foolad Sirjan Steel Kerman plant,Sirjan Jahan Steel Co,Iran,Middle East,29.13806,55.375073,1000.0,12.0
P100000120560,Jai Balaji Durgapur Unit IV steel plant,Jai Balaji Industries Ltd,India,Asia Pacific,23.483075,87.352189,295.0,17.0
P100000120562,Jai Balaji Jyoti Steels Sundargarh plant,Jai Balaji Jyoti Steels Ltd,India,Asia Pacific,22.085338,84.86184,92.0,23.0
P100001025922,Jai Balaji Rajbandh Unit III steel plant,Jai Balaji Industries Ltd,India,Asia Pacific,23.487439,87.369494,0.0,
P100000120500,Jakarta Prima Steel Industries plant,PT Jakarta Prima Steel Industries,Indonesia,Asia Pacific,-6.181643,106.932331,900.0,54.0
P100000120547,Jayaswal Neco Industries Raipur steel plant,Jayaswal Neco Industries Ltd,India,Asia Pacific,21.354495,81.676444,1200.0,30.0
P100000120652,JFE Bars & Shapes Himeji Works steel plant,JFE Bars & Shapes Corp,Japan,Asia Pacific,34.784113,134.658493,900.0,89.0
P100000120653,JFE Bars & Shapes Kashima Works steel plant,JFE Bars & Shapes Corp,Japan,Asia Pacific,35.882023,140.731707,720.0,93.0
P100000120646,JFE Bars & Shapes Mizushima Works steel plant,JFE Bars & Shapes Corp,Japan,Asia Pacific,34.503883,133.710136,,59.0
P100000120647,JFE East Japan Works (Chiba) steel plant,JFE Steel Corp,Japan,Asia Pacific,35.580917,140.104196,4915.0,75.0
P100000120650,JFE East Japan Works (Keihin) steel plant,JFE Steel Corp,Japan,Asia Pacific,35.48069,139.729684,,65.66
P100000120651,JFE Sendai Works steel plant,JFE Steel Corp,Japan,Asia Pacific,38.265706,141.012963,852.0,51.81
P100000120649,JFE West Japan Works (Fukuyama) steel plant,JFE Steel Corp,Japan,Asia Pacific,34.465222,133.431205,13002.0,61.0
P100000120648,JFE West Japan Works (Kurashiki) steel plant,JFE Steel Corp,Japan,Asia Pacific,34.501198,133.722123,2000.0,59.0
P100000120418,Jianglong Acheng Iron and Steel Co Ltd,Jianglong Acheng Iron & Steel Co Ltd,China,Asia Pacific,45.562002,126.968128,1600.0,25.0
P100000120196,Jiangsu Binxin Steel Group Co Ltd,Jiangsu Province Binxin Steel Group Co Ltd,China,Asia Pacific,35.09556,119.279989,5400.0,18.05
P100000120199,Jiangsu Changqiang Iron and Steel Co Ltd,Jiangsu Changqiang Iron & Steel Co Ltd,China,Asia Pacific,31.952064,120.189749,2000.0,22.42
P100000120349,Jiangsu Delong Nickel Industry Co Ltd,Jiangsu Delong Nickel Industry Co Ltd,China,Asia Pacific,34.443469,119.816574,1350.0,15.55
P100000120386,Jiangsu Hongtai Iron and Steel Co Ltd,Jiangsu HONGTAI Metals Ware Co Ltd,China,Asia Pacific,32.138393,119.554693,1576.0,25.68
P100000120197,Jiangsu Jingye Iron and Steel Co Ltd,Jiangsu Jingye Iron and Steel Co Ltd,China,Asia Pacific,34.38381,119.786878,3000.0,22.31
P100000121138,Jiangsu Longyuan Steel Co,Jiangsu Longyuan Steel Co Ltd,China,Asia Pacific,34.538033,117.329589,,15.77
P100000120189,Jiangsu Shagang Group Huaigang Special Steel Co Ltd,Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,China,Asia Pacific,33.566039,118.988442,3364.0,56.0
P100000120188,Jiangsu Shagang Iron & Steel Co Ltd,Jiangsu Shagang Iron & Steel Co Ltd,China,Asia Pacific,31.983146,120.638992,16605.0,23.6
P100000120195,Jiangsu Shente Steel Co Ltd,Jiangsu Shente Steel Corp,China,Asia Pacific,31.471123,119.485941,,18.43
P100000120207,Jiangsu Suxin Special Steel Group Co Ltd,Jiangsu Suxin Special Steel Co Ltd,China,Asia Pacific,31.400644,120.475103,,65.0
P100000121136,Jiangsu Xingda Steel Group,Jiangsu Xingda Steel Group Co Ltd,China,Asia Pacific,34.501981,117.316278,,22.96
P100000120198,Jiangsu Xugang Iron and Steel Group Co Ltd,Jiangsu Xusteel Group Co Ltd,China,Asia Pacific,34.577016,117.339638,3050.0,22.46
P100000121050,Jiangxi Taixin Iron and Steel Co Ltd,Jiangxi Taixin Iron & Steel Co Ltd,China,Asia Pacific,28.60445,118.163615,1000.0,22.62
P100000121144,Jiangxi Yuanxing Iron and Steel Co Ltd,Jiangxi Yuanxing Iron and Steel Co Ltd,China,Asia Pacific,24.881098,114.802833,,18.21
P100000120205,Jiangyin Huaxi Iron and Steel Co Ltd,Jiangyin Huaxi Steel Co Ltd,China,Asia Pacific,31.816482,120.424347,1500.0,23.39
